OrderPK,ProductPK,Quantity,TotalPrice,LoyaltyPointsUsed,date,BRAND,BRAND_DESC,Category,month,week,customer.INDIVIDUAL_ID
"9477446860845","8804350656513",1,11.99,0,"11/25/2016","GMCR                          ","Green Mountain Coffee Roasters","Coffee                        ",1,1,"5539753013"
"9471845531693","8796219080705",1,11.99,0,"11/21/2016","GMCR                          ","Green Mountain Coffee Roasters","Coffee                        ",1,1,"5533170536"
"9477611159597","8796219080705",1,11.99,0,"11/26/2016","GMCR                          ","Green Mountain Coffee Roasters","Coffee                        ",1,1,"5535784902"
"9477078908973","8796219080705",1,11.99,0,"11/25/2016","GMCR                          ","Green Mountain Coffee Roasters","Coffee                        ",1,1,"5539166425"
"9471753846829","8796219080705",1,11.99,0,"11/21/2016","GMCR                          ","Green Mountain Coffee Roasters","Coffee                        ",1,1,"5529330917"
"9507425484845","8796219080705",1,11.99,0,"12/14/2016","GMCR                          ","Green Mountain Coffee Roasters","Coffee                        ",1,1,"5534107670"
"9480234795053","8796219080705",1,11.99,0,"11/26/2016","GMCR                          ","Green Mountain Coffee Roasters","Coffee                        ",1,1,"5538659831"
"9459884097581","8796219080705",1,11.99,0,"11/7/2016","GMCR                          ","Green Mountain Coffee Roasters","Coffee                        ",1,1,"5533168798"
"9426376818733","8804350656513",1,11.99,0,"9/27/2016","GMCR                          ","Green Mountain Coffee Roasters","Coffee                        ",1,1,"5526358531"
"9426468995117","8804350656513",1,11.99,0,"9/27/2016","GMCR                          ","Green Mountain Coffee Roasters","Coffee                        ",1,1,"5531216685"
"9434114883629","8804350656513",1,11.99,0,"10/6/2016","GMCR                          ","Green Mountain Coffee Roasters","Coffee                        ",1,1,"5532096611"
"9472739344429","8804350656513",1,11.99,0,"11/22/2016","GMCR                          ","Green Mountain Coffee Roasters","Coffee                        ",1,1,"5529337210"
"9499745321005","8804350656513",1,11.99,0,"12/8/2016","GMCR                          ","Green Mountain Coffee Roasters","Coffee                        ",1,1,"5528097282"
"9459795296301","8804350656513",1,11.99,0,"11/7/2016","GMCR                          ","Green Mountain Coffee Roasters","Coffee                        ",1,1,"5534935965"
"9435428519981","8796161998849",1,11.99,0,"10/7/2016","NOO                           ","Newmans Own Organic           ","Coffee                        ",1,1,"5539933174"
"9435205763117","8804350656513",1,11.99,0,"10/6/2016","GMCR                          ","Green Mountain Coffee Roasters","Coffee                        ",1,1,"5529275810"
"9460419952685","8796161998849",1,11.99,0,"11/8/2016","NOO                           ","Newmans Own Organic           ","Coffee                        ",1,1,"5530153213"
"9426354372653","8804350656513",1,11.99,0,"9/26/2016","GMCR                          ","Green Mountain Coffee Roasters","Coffee                        ",1,1,"5534140496"
"9511213727789","8796161998849",1,11.99,0,"12/17/2016","NOO                           ","Newmans Own Organic           ","Coffee                        ",1,1,"5538699045"
"9425585405997","8804350656513",1,11.99,0,"9/26/2016","GMCR                          ","Green Mountain Coffee Roasters","Coffee                        ",1,1,"5531217503"
"9435322220589","8796161998849",1,11.99,0,"10/7/2016","NOO                           ","Newmans Own Organic           ","Coffee                        ",1,1,"5528398190"
"9473411481645","8804350656513",1,11.99,0,"11/22/2016","GMCR                          ","Green Mountain Coffee Roasters","Coffee                        ",1,1,"5532167850"
"9443359162413","8796161998849",1,11.99,0,"10/21/2016","NOO                           ","Newmans Own Organic           ","Coffee                        ",1,1,"5538950941"
"9479997030445","8796161998849",1,11.99,0,"11/26/2016","NOO                           ","Newmans Own Organic           ","Coffee                        ",1,1,"5539802107"
"9471949570093","8796161998849",1,11.99,0,"11/21/2016","NOO                           ","Newmans Own Organic           ","Coffee                        ",1,1,"5539570371"
"9504094027821","8796219080705",1,11.99,0,"12/12/2016","GMCR                          ","Green Mountain Coffee Roasters","Coffee                        ",1,1,"5534921868"
"9470642126893","8796219080705",1,11.99,0,"11/20/2016","GMCR                          ","Green Mountain Coffee Roasters","Coffee                        ",1,1,"5528315732"
"9460029456429","8796219080705",1,11.99,0,"11/7/2016","GMCR                          ","Green Mountain Coffee Roasters","Coffee                        ",1,1,"5538335736"
"9478192169005","8796219080705",1,11.99,0,"11/26/2016","GMCR                          ","Green Mountain Coffee Roasters","Coffee                        ",1,1,"5539354555"
"9509952815149","8796219080705",1,11.99,0,"12/16/2016","GMCR                          ","Green Mountain Coffee Roasters","Coffee                        ",1,1,"5923627004"
"9513010135085","8796219080705",1,11.99,0,"12/18/2016","GMCR                          ","Green Mountain Coffee Roasters","Coffee                        ",1,1,"5539583233"
"9472739344429","8796219080705",1,11.99,0,"11/22/2016","GMCR                          ","Green Mountain Coffee Roasters","Coffee                        ",1,1,"5538694165"
"9476833214509","8796219080705",1,11.99,0,"11/25/2016","GMCR                          ","Green Mountain Coffee Roasters","Coffee                        ",1,1,"5533017118"
"9477505450029","8796219080705",1,11.99,0,"11/25/2016","GMCR                          ","Green Mountain Coffee Roasters","Coffee                        ",1,1,"5539119987"
"9471491014701","8796219080705",1,11.99,0,"11/21/2016","GMCR                          ","Green Mountain Coffee Roasters","Coffee                        ",1,1,"5734402180"
"9474469101613","8796219080705",1,11.99,0,"11/23/2016","GMCR                          ","Green Mountain Coffee Roasters","Coffee                        ",1,1,"5539449698"
"9435314716717","8796219080705",1,11.99,0,"10/7/2016","GMCR                          ","Green Mountain Coffee Roasters","Coffee                        ",1,1,"5537840930"
"9480290041901","8796219080705",1,11.99,0,"11/26/2016","GMCR                          ","Green Mountain Coffee Roasters","Coffee                        ",1,1,"5533781626"
"9476248698925","8796219080705",1,11.99,0,"11/25/2016","GMCR                          ","Green Mountain Coffee Roasters","Coffee                        ",1,1,"5527894420"
"9472468844589","8796219080705",1,11.99,0,"11/22/2016","GMCR                          ","Green Mountain Coffee Roasters","Coffee                        ",1,1,"5539207029"
"9434245496877","8796219080705",1,11.99,0,"10/6/2016","GMCR                          ","Green Mountain Coffee Roasters","Coffee                        ",1,1,"5538915752"
"9474350153773","8796219080705",1,11.99,0,"11/23/2016","GMCR                          ","Green Mountain Coffee Roasters","Coffee                        ",1,1,"5532883729"
"9497290702893","8796219080705",1,11.99,0,"12/6/2016","GMCR                          ","Green Mountain Coffee Roasters","Coffee                        ",1,1,"5526398827"
"9460099940397","8796219080705",1,11.99,0,"11/8/2016","GMCR                          ","Green Mountain Coffee Roasters","Coffee                        ",1,1,"5528394306"
"9473687486509","8796219080705",1,11.99,0,"11/23/2016","GMCR                          ","Green Mountain Coffee Roasters","Coffee                        ",1,1,"5526414971"
"9499570864173","8796219080705",1,11.99,0,"12/8/2016","GMCR                          ","Green Mountain Coffee Roasters","Coffee                        ",1,1,"5529179594"
"9512701165613","8796219080705",1,11.99,0,"12/18/2016","GMCR                          ","Green Mountain Coffee Roasters","Coffee                        ",1,1,"5883726077"
"9434402226221","8804350656513",1,11.99,0,"10/6/2016","GMCR                          ","Green Mountain Coffee Roasters","Coffee                        ",1,1,"5534048920"
"9476501733421","8796218916865",1,11.99,0,"11/25/2016","FLGR                          ","Folgers                       ","Coffee                        ",1,1,"5539347249"
"9471440289837","8796161998849",1,11.99,0,"11/21/2016","NOO                           ","Newmans Own Organic           ","Coffee                        ",1,1,"5539678313"
"9471775604781","8796161998849",1,11.99,0,"11/21/2016","NOO                           ","Newmans Own Organic           ","Coffee                        ",1,1,"5538309358"
"9512999452717","8804350656513",1,11.99,0,"12/18/2016","GMCR                          ","Green Mountain Coffee Roasters","Coffee                        ",1,1,"5533209210"
"9474204467245","8796218916865",1,11.99,0,"11/23/2016","FLGR                          ","Folgers                       ","Coffee                        ",1,1,"5538558173"
"9472659062829","8796161998849",1,11.99,0,"11/22/2016","NOO                           ","Newmans Own Organic           ","Coffee                        ",1,1,"5829844881"
"9480388018221","8796218916865",1,11.99,0,"11/26/2016","FLGR                          ","Folgers                       ","Coffee                        ",1,1,"5537187046"
"9511621918765","8796161998849",1,11.99,0,"12/17/2016","NOO                           ","Newmans Own Organic           ","Coffee                        ",1,1,"5538852018"
"9480122925101","8796218916865",1,11.99,0,"11/26/2016","FLGR                          ","Folgers                       ","Coffee                        ",1,1,"5528355720"
"9513690857517","8796161998849",1,11.99,0,"12/18/2016","NOO                           ","Newmans Own Organic           ","Coffee                        ",1,1,"5538391737"
"9478389628973","8796218163201",1,11.99,0,"11/26/2016","GMCR                          ","Green Mountain Coffee Roasters","Coffee                        ",1,1,"5539540440"
"9508756652077","8796161998849",1,11.99,0,"12/15/2016","NOO                           ","Newmans Own Organic           ","Coffee                        ",1,1,"5533385454"
"9475343351853","8796218163201",1,11.99,0,"11/24/2016","GMCR                          ","Green Mountain Coffee Roasters","Coffee                        ",1,1,"5529375585"
"9475707535405","8804350656513",1,11.99,0,"11/24/2016","GMCR                          ","Green Mountain Coffee Roasters","Coffee                        ",1,1,"5534090993"
"9499798798381","8804350656513",1,11.99,0,"12/8/2016","GMCR                          ","Green Mountain Coffee Roasters","Coffee                        ",1,1,"5538598190"
"9477348229165","8796218916865",1,11.99,0,"11/25/2016","FLGR                          ","Folgers                       ","Coffee                        ",1,1,"5536320301"
"9476733993005","8796218916865",1,11.99,0,"11/25/2016","FLGR                          ","Folgers                       ","Coffee                        ",1,1,"5535754538"
"9499311210541","8796219080705",1,11.99,0,"12/8/2016","GMCR                          ","Green Mountain Coffee Roasters","Coffee                        ",1,1,"5538611023"
"9475182297133","8796219080705",1,11.99,0,"11/24/2016","GMCR                          ","Green Mountain Coffee Roasters","Coffee                        ",1,1,"5533037119"
"9475387555885","8796219080705",1,11.99,0,"11/24/2016","GMCR                          ","Green Mountain Coffee Roasters","Coffee                        ",1,1,"5536003673"
"9512900821037","8796219080705",1,11.99,0,"12/18/2016","GMCR                          ","Green Mountain Coffee Roasters","Coffee                        ",1,1,"5539588152"
"9474315452461","8796219080705",1,11.99,0,"11/23/2016","GMCR                          ","Green Mountain Coffee Roasters","Coffee                        ",1,1,"5539794537"
"9476052090925","8796219080705",1,11.99,0,"11/25/2016","GMCR                          ","Green Mountain Coffee Roasters","Coffee                        ",1,1,"5539905888"
"9511139049517","8796219080705",1,11.99,0,"12/17/2016","GMCR                          ","Green Mountain Coffee Roasters","Coffee                        ",1,1,"5539608363"
"9471422562349","8796219080705",1,11.99,0,"11/21/2016","GMCR                          ","Green Mountain Coffee Roasters","Coffee                        ",1,1,"5538478078"
"9508254253101","8796219080705",1,11.99,0,"12/15/2016","GMCR                          ","Green Mountain Coffee Roasters","Coffee                        ",1,1,"5527516350"
"9435621425197","8796219080705",1,11.99,0,"10/7/2016","GMCR                          ","Green Mountain Coffee Roasters","Coffee                        ",1,1,"5530988497"
"9473737523245","8796219080705",1,11.99,0,"11/23/2016","GMCR                          ","Green Mountain Coffee Roasters","Coffee                        ",1,1,"5538084026"
"9459899465773","8796219080705",1,11.99,0,"11/8/2016","GMCR                          ","Green Mountain Coffee Roasters","Coffee                        ",1,1,"5536525667"
"9509924274221","8796219080705",1,11.99,0,"12/16/2016","GMCR                          ","Green Mountain Coffee Roasters","Coffee                        ",1,1,"5527199136"
"9476014374957","8796219080705",1,11.99,0,"11/25/2016","GMCR                          ","Green Mountain Coffee Roasters","Coffee                        ",1,1,"5534128742"
"9435314815021","8804350656513",1,11.99,0,"10/7/2016","GMCR                          ","Green Mountain Coffee Roasters","Coffee                        ",1,1,"5538899049"
"9475082453037","8804350656513",1,11.99,0,"11/24/2016","GMCR                          ","Green Mountain Coffee Roasters","Coffee                        ",1,1,"5539601338"
"9470696947757","8804350656513",1,11.99,0,"11/20/2016","GMCR                          ","Green Mountain Coffee Roasters","Coffee                        ",1,1,"5539935352"
"9460052754477","8796219080705",1,11.99,0,"11/7/2016","GMCR                          ","Green Mountain Coffee Roasters","Coffee                        ",1,1,"5912857783"
"9480375500845","8796219080705",1,11.99,0,"11/26/2016","GMCR                          ","Green Mountain Coffee Roasters","Coffee                        ",1,1,"5539578043"
"9499552612397","8796219080705",1,11.99,0,"12/8/2016","GMCR                          ","Green Mountain Coffee Roasters","Coffee                        ",1,1,"5734402276"
"9472440664109","8804350656513",1,11.99,0,"11/22/2016","GMCR                          ","Green Mountain Coffee Roasters","Coffee                        ",1,1,"5825080316"
"9477439684653","8796218916865",1,11.99,0,"11/25/2016","FLGR                          ","Folgers                       ","Coffee                        ",1,1,"5539921537"
"9477356126253","8796218916865",1,11.99,0,"11/25/2016","FLGR                          ","Folgers                       ","Coffee                        ",1,1,"5538751414"
"9474021720109","8796218916865",1,11.99,0,"11/23/2016","FLGR                          ","Folgers                       ","Coffee                        ",1,1,"5537060911"
"9428741357613","8804350656513",1,11.99,0,"10/1/2016","GMCR                          ","Green Mountain Coffee Roasters","Coffee                        ",1,1,"5539189759"
"9472432439341","8796218916865",1,11.99,0,"11/22/2016","FLGR                          ","Folgers                       ","Coffee                        ",1,1,"5539822922"
"9508438573101","8796161998849",1,11.99,0,"12/15/2016","NOO                           ","Newmans Own Organic           ","Coffee                        ",1,1,"5536535853"
"9513333260333","8796218163201",1,11.99,0,"12/18/2016","GMCR                          ","Green Mountain Coffee Roasters","Coffee                        ",1,1,"5537002332"
"9471266160685","8796161998849",1,11.99,0,"11/21/2016","NOO                           ","Newmans Own Organic           ","Coffee                        ",1,1,"5530210521"
"9480132001837","8796219080705",1,11.99,0,"11/26/2016","GMCR                          ","Green Mountain Coffee Roasters","Coffee                        ",1,1,"5952406508"
"9444408754221","8796219080705",1,11.99,0,"10/21/2016","GMCR                          ","Green Mountain Coffee Roasters","Coffee                        ",1,1,"5537837811"
"9513061449773","8796161998849",1,11.99,0,"12/18/2016","NOO                           ","Newmans Own Organic           ","Coffee                        ",1,1,"5539738876"
"9428838580269","8804350656513",1,11.99,0,"10/2/2016","GMCR                          ","Green Mountain Coffee Roasters","Coffee                        ",1,1,"5946870731"
"9480402272301","8796161998849",1,11.99,0,"11/26/2016","NOO                           ","Newmans Own Organic           ","Coffee                        ",1,1,"5538249648"
"9499183611949","8796161998849",1,11.99,0,"12/8/2016","NOO                           ","Newmans Own Organic           ","Coffee                        ",1,1,"5527524182"
"9460445282349","8796161998849",1,11.99,0,"11/8/2016","NOO                           ","Newmans Own Organic           ","Coffee                        ",1,1,"5528375303"
"9509101273133","8796218163201",1,11.99,0,"12/15/2016","GMCR                          ","Green Mountain Coffee Roasters","Coffee                        ",1,1,"5944499351"
"9513594159149","8804350656513",1,11.99,0,"12/18/2016","GMCR                          ","Green Mountain Coffee Roasters","Coffee                        ",1,1,"5538714575"
"9435071873069","8804350656513",1,11.99,0,"10/6/2016","GMCR                          ","Green Mountain Coffee Roasters","Coffee                        ",1,1,"5528383972"
"9471516475437","8796161998849",1,11.99,0,"11/21/2016","NOO                           ","Newmans Own Organic           ","Coffee                        ",1,1,"5529077097"
"9426424627245","8804350656513",1,11.99,0,"9/26/2016","GMCR                          ","Green Mountain Coffee Roasters","Coffee                        ",1,1,"5530239234"
"9508756258861","8804350656513",1,11.99,0,"12/15/2016","GMCR                          ","Green Mountain Coffee Roasters","Coffee                        ",1,1,"5941708368"
"9480214839341","8804350656513",1,11.99,0,"11/26/2016","GMCR                          ","Green Mountain Coffee Roasters","Coffee                        ",1,1,"5533926319"
"9460052525101","8796219080705",1,11.99,0,"11/7/2016","GMCR                          ","Green Mountain Coffee Roasters","Coffee                        ",1,1,"5530172449"
"9499386970157","8796219080705",1,11.99,0,"12/8/2016","GMCR                          ","Green Mountain Coffee Roasters","Coffee                        ",1,1,"5532855991"
"9513038479405","8796219080705",1,11.99,0,"12/18/2016","GMCR                          ","Green Mountain Coffee Roasters","Coffee                        ",1,1,"5529296896"
"9507280355373","8796219080705",1,11.99,0,"12/14/2016","GMCR                          ","Green Mountain Coffee Roasters","Coffee                        ",1,1,"5533883664"
"9459348766765","8796219080705",1,11.99,0,"11/7/2016","GMCR                          ","Green Mountain Coffee Roasters","Coffee                        ",1,1,"5527578786"
"9471274025005","8796219080705",1,11.99,0,"11/21/2016","GMCR                          ","Green Mountain Coffee Roasters","Coffee                        ",1,1,"5528311847"
"9513583312941","8796219080705",1,11.99,0,"12/18/2016","GMCR                          ","Green Mountain Coffee Roasters","Coffee                        ",1,1,"5534084433"
"9434081591341","8796219080705",1,11.99,0,"10/6/2016","GMCR                          ","Green Mountain Coffee Roasters","Coffee                        ",1,1,"5536896488"
"9508620599341","8796219080705",1,11.99,0,"12/15/2016","GMCR                          ","Green Mountain Coffee Roasters","Coffee                        ",1,1,"5537101066"
"9474441216045","8796219080705",1,11.99,0,"11/23/2016","GMCR                          ","Green Mountain Coffee Roasters","Coffee                        ",1,1,"5529827514"
"9471322030125","8796219080705",1,11.99,0,"11/21/2016","GMCR                          ","Green Mountain Coffee Roasters","Coffee                        ",1,1,"5528391989"
"9477256118317","8796219080705",1,11.99,0,"11/25/2016","GMCR                          ","Green Mountain Coffee Roasters","Coffee                        ",1,1,"5529294599"
"9472502202413","8796218916865",1,11.99,0,"11/22/2016","FLGR                          ","Folgers                       ","Coffee                        ",1,1,"5663872125"
"9499729592365","8796161998849",1,11.99,0,"12/8/2016","NOO                           ","Newmans Own Organic           ","Coffee                        ",1,1,"5534101073"
"9512510717997","8796218163201",1,11.99,0,"12/18/2016","GMCR                          ","Green Mountain Coffee Roasters","Coffee                        ",1,1,"5538371745"
"9459645874221","8796219080705",1,11.99,0,"11/7/2016","GMCR                          ","Green Mountain Coffee Roasters","Coffee                        ",1,1,"5529301876"
"9471700893741","8796219080705",1,11.99,0,"11/21/2016","GMCR                          ","Green Mountain Coffee Roasters","Coffee                        ",1,1,"5889386177"
"9474402517037","8796219080705",1,11.99,0,"11/23/2016","GMCR                          ","Green Mountain Coffee Roasters","Coffee                        ",1,1,"5533063976"
"9479957807149","8796219080705",1,11.99,0,"11/26/2016","GMCR                          ","Green Mountain Coffee Roasters","Coffee                        ",1,1,"5534151047"
"9474064744493","8796219080705",1,11.99,0,"11/23/2016","GMCR                          ","Green Mountain Coffee Roasters","Coffee                        ",1,1,"5537826901"
"9459923419181","8796219080705",1,11.99,0,"11/7/2016","GMCR                          ","Green Mountain Coffee Roasters","Coffee                        ",1,1,"5532600364"
"9510752157741","8796219080705",1,11.99,0,"12/17/2016","GMCR                          ","Green Mountain Coffee Roasters","Coffee                        ",1,1,"5538248693"
"9476461330477","8796219080705",1,11.99,0,"11/25/2016","GMCR                          ","Green Mountain Coffee Roasters","Coffee                        ",1,1,"5534926896"
"9476550197293","8796219080705",1,11.99,0,"11/25/2016","GMCR                          ","Green Mountain Coffee Roasters","Coffee                        ",1,1,"5539496398"
"9473050804269","8796219080705",1,11.99,0,"11/22/2016","GMCR                          ","Green Mountain Coffee Roasters","Coffee                        ",1,1,"5538559554"
"9470888935469","8796161998849",1,11.99,0,"11/20/2016","NOO                           ","Newmans Own Organic           ","Coffee                        ",1,1,"5533184394"
"9474064875565","8804350656513",1,11.99,0,"11/23/2016","GMCR                          ","Green Mountain Coffee Roasters","Coffee                        ",1,1,"5537476274"
"9507089350701","8796218163201",1,11.99,0,"12/14/2016","GMCR                          ","Green Mountain Coffee Roasters","Coffee                        ",1,1,"5535772343"
"9459971588141","8796218163201",1,11.99,0,"11/8/2016","GMCR                          ","Green Mountain Coffee Roasters","Coffee                        ",1,1,"5538433873"
"9459019120685","8796218916865",1,11.99,0,"11/7/2016","FLGR                          ","Folgers                       ","Coffee                        ",1,1,"5533037405"
"9460262010925","8804350656513",1,11.99,0,"11/8/2016","GMCR                          ","Green Mountain Coffee Roasters","Coffee                        ",1,1,"5538548794"
"9476622843949","8796218163201",1,11.99,0,"11/25/2016","GMCR                          ","Green Mountain Coffee Roasters","Coffee                        ",1,1,"5539650071"
"9480409743405","8796218163201",1,11.99,0,"11/26/2016","GMCR                          ","Green Mountain Coffee Roasters","Coffee                        ",1,1,"5538935203"
"9477327454253","8796218916865",1,11.99,0,"11/26/2016","FLGR                          ","Folgers                       ","Coffee                        ",1,1,"5539709649"
"9435614740525","8804350656513",1,11.99,0,"10/7/2016","GMCR                          ","Green Mountain Coffee Roasters","Coffee                        ",1,1,"5538187283"
"9479993983021","8804350656513",1,11.99,0,"11/26/2016","GMCR                          ","Green Mountain Coffee Roasters","Coffee                        ",1,1,"5530273000"
"9463207297069","8796219080705",1,11.99,0,"11/13/2016","GMCR                          ","Green Mountain Coffee Roasters","Coffee                        ",1,1,"5539887899"
"9435690008621","8796218163201",1,11.99,0,"10/7/2016","GMCR                          ","Green Mountain Coffee Roasters","Coffee                        ",1,1,"5539625189"
"9477031821357","8796218916865",1,11.99,0,"11/25/2016","FLGR                          ","Folgers                       ","Coffee                        ",1,1,"5536863801"
"9513004531757","8804350656513",1,11.99,0,"12/18/2016","GMCR                          ","Green Mountain Coffee Roasters","Coffee                        ",1,1,"5528406514"
"9473050017837","8796219080705",1,11.99,0,"11/22/2016","GMCR                          ","Green Mountain Coffee Roasters","Coffee                        ",1,1,"5537767844"
"9480014594093","8796219080705",1,11.99,0,"11/26/2016","GMCR                          ","Green Mountain Coffee Roasters","Coffee                        ",1,1,"5531034359"
"9478652395565","8796219080705",1,11.99,0,"11/26/2016","GMCR                          ","Green Mountain Coffee Roasters","Coffee                        ",1,1,"5537990184"
"9475147005997","8796219080705",1,11.99,0,"11/24/2016","GMCR                          ","Green Mountain Coffee Roasters","Coffee                        ",1,1,"5703498325"
"9506951954477","8796161998849",1,11.99,0,"12/14/2016","NOO                           ","Newmans Own Organic           ","Coffee                        ",1,1,"5539453226"
"9475211132973","8796161998849",1,11.99,0,"11/24/2016","NOO                           ","Newmans Own Organic           ","Coffee                        ",1,1,"5923624011"
"9466481475629","8796218916865",1,11.99,0,"11/15/2016","FLGR                          ","Folgers                       ","Coffee                        ",1,1,"5530063819"
"9427918946349","8804350656513",1,11.99,0,"9/30/2016","GMCR                          ","Green Mountain Coffee Roasters","Coffee                        ",1,1,"5533964182"
"9429111930925","8804350656513",1,11.99,0,"9/30/2016","GMCR                          ","Green Mountain Coffee Roasters","Coffee                        ",1,1,"5538722886"
"9513598025773","8796218916865",1,11.99,0,"12/18/2016","FLGR                          ","Folgers                       ","Coffee                        ",1,1,"5530017885"
"9499414200365","8796218916865",1,11.99,0,"12/8/2016","FLGR                          ","Folgers                       ","Coffee                        ",1,1,"5539455111"
"9426128896045","8804350656513",1,11.99,0,"9/26/2016","GMCR                          ","Green Mountain Coffee Roasters","Coffee                        ",1,1,"5539151382"
"9474201911341","8804350656513",1,11.99,0,"11/23/2016","GMCR                          ","Green Mountain Coffee Roasters","Coffee                        ",1,1,"5930460978"
"9510052462637","8796219080705",1,11.99,0,"12/16/2016","GMCR                          ","Green Mountain Coffee Roasters","Coffee                        ",1,1,"5528357495"
"9480362688557","8796219080705",1,11.99,0,"11/26/2016","GMCR                          ","Green Mountain Coffee Roasters","Coffee                        ",1,1,"5539469460"
"9434886373421","8796219080705",1,11.99,0,"10/6/2016","GMCR                          ","Green Mountain Coffee Roasters","Coffee                        ",1,1,"5538690587"
"9442067709997","8796219080705",1,11.99,0,"10/18/2016","GMCR                          ","Green Mountain Coffee Roasters","Coffee                        ",1,1,"5530244628"
"9460509245485","8796219080705",1,11.99,0,"11/8/2016","GMCR                          ","Green Mountain Coffee Roasters","Coffee                        ",1,1,"5535640061"
"9471654789165","8796218916865",1,11.99,0,"11/21/2016","FLGR                          ","Folgers                       ","Coffee                        ",1,1,"5534915554"
"9446598606893","8796219080705",1,11.99,0,"10/27/2016","GMCR                          ","Green Mountain Coffee Roasters","Coffee                        ",1,1,"5533132188"
"9471419187245","8796219080705",1,11.99,0,"11/21/2016","GMCR                          ","Green Mountain Coffee Roasters","Coffee                        ",1,1,"5534131569"
"9471709282349","8796219080705",1,11.99,0,"11/21/2016","GMCR                          ","Green Mountain Coffee Roasters","Coffee                        ",1,1,"5536758891"
"9479014842413","8796219080705",1,11.99,0,"11/26/2016","GMCR                          ","Green Mountain Coffee Roasters","Coffee                        ",1,1,"5539036339"
"9435518369837","8796219080705",1,11.99,0,"10/7/2016","GMCR                          ","Green Mountain Coffee Roasters","Coffee                        ",1,1,"5536730209"
"9513404137517","8796219080705",1,11.99,0,"12/18/2016","GMCR                          ","Green Mountain Coffee Roasters","Coffee                        ",1,1,"5533359328"
"9510672433197","8796219080705",1,11.99,0,"12/17/2016","GMCR                          ","Green Mountain Coffee Roasters","Coffee                        ",1,1,"5537267264"
"9471222087725","8796219080705",1,11.99,0,"11/21/2016","GMCR                          ","Green Mountain Coffee Roasters","Coffee                        ",1,1,"5537078124"
"9471940460589","8796219080705",1,11.99,0,"11/21/2016","GMCR                          ","Green Mountain Coffee Roasters","Coffee                        ",1,1,"5538019817"
"9480588099629","8796219080705",1,11.99,0,"11/26/2016","GMCR                          ","Green Mountain Coffee Roasters","Coffee                        ",1,1,"5532155627"
"9435370520621","8796219080705",1,11.99,0,"10/7/2016","GMCR                          ","Green Mountain Coffee Roasters","Coffee                        ",1,1,"5539708122"
"9499143274541","8796219080705",1,11.99,0,"12/8/2016","GMCR                          ","Green Mountain Coffee Roasters","Coffee                        ",1,1,"5530399193"
"9475539435565","8796219080705",1,11.99,0,"11/24/2016","GMCR                          ","Green Mountain Coffee Roasters","Coffee                        ",1,1,"5532133529"
"9473806008365","8796219080705",1,11.99,0,"11/23/2016","GMCR                          ","Green Mountain Coffee Roasters","Coffee                        ",1,1,"5539406986"
"9473251082285","8796219080705",1,11.99,0,"11/23/2016","GMCR                          ","Green Mountain Coffee Roasters","Coffee                        ",1,1,"5527508075"
"9435004469293","8796219080705",1,11.99,0,"10/6/2016","GMCR                          ","Green Mountain Coffee Roasters","Coffee                        ",1,1,"5539370760"
"9459984236589","8796219080705",1,11.99,0,"11/7/2016","GMCR                          ","Green Mountain Coffee Roasters","Coffee                        ",1,1,"5536942809"
"9509168971821","8796219080705",1,11.99,0,"12/16/2016","GMCR                          ","Green Mountain Coffee Roasters","Coffee                        ",1,1,"5526356592"
"9434971340845","8796219080705",1,11.99,0,"10/6/2016","GMCR                          ","Green Mountain Coffee Roasters","Coffee                        ",1,1,"5530238239"
"9472998539309","8796219080705",1,11.99,0,"11/22/2016","GMCR                          ","Green Mountain Coffee Roasters","Coffee                        ",1,1,"5526342910"
"9460676362285","8796218916865",1,11.99,0,"11/8/2016","FLGR                          ","Folgers                       ","Coffee                        ",1,1,"5539328228"
"9480015380525","8804350656513",1,11.99,0,"11/26/2016","GMCR                          ","Green Mountain Coffee Roasters","Coffee                        ",1,1,"5537275007"
"9435619557421","8796161998849",1,11.99,0,"10/7/2016","NOO                           ","Newmans Own Organic           ","Coffee                        ",1,1,"5533187046"
"9476340940845","8796219080705",1,11.99,0,"11/25/2016","GMCR                          ","Green Mountain Coffee Roasters","Coffee                        ",1,1,"5532181595"
"9471919751213","8796219080705",1,11.99,0,"11/22/2016","GMCR                          ","Green Mountain Coffee Roasters","Coffee                        ",1,1,"5533791082"
"9513010528301","8796219080705",1,11.99,0,"12/18/2016","GMCR                          ","Green Mountain Coffee Roasters","Coffee                        ",1,1,"5530011814"
"9510226624557","8796219080705",1,11.99,0,"12/16/2016","GMCR                          ","Green Mountain Coffee Roasters","Coffee                        ",1,1,"5538913029"
"9472681377837","8796219080705",1,11.99,0,"11/22/2016","GMCR                          ","Green Mountain Coffee Roasters","Coffee                        ",1,1,"5536299574"
"9510117212205","8804350656513",1,11.99,0,"12/16/2016","GMCR                          ","Green Mountain Coffee Roasters","Coffee                        ",1,1,"5526383450"
"9427478970413","8804350656513",1,11.99,0,"9/29/2016","GMCR                          ","Green Mountain Coffee Roasters","Coffee                        ",1,1,"5529285191"
"9425550868525","8804350656513",1,11.99,0,"9/26/2016","GMCR                          ","Green Mountain Coffee Roasters","Coffee                        ",1,1,"5538568299"
"9476780785709","8796161998849",1,11.99,0,"11/25/2016","NOO                           ","Newmans Own Organic           ","Coffee                        ",1,1,"5533134321"
